-22.625	4.75	10.25	-3.125
-20.75	0.625	-0.125	2.125
-25.5	0.5	13.625	3.625
-19.0	4.375	6.375	2.625
-12.875	1.375	12.125	-5.75
-19.625	3.5	11.125	-9.375
-23.5	-4.375	10.125	-11.875
-19.625	-1.375	15.875	-17.5
-17.625	6.125	6.125	-34.0
-27.75	8.375	10.0	-46.125
-18.875	13.25	10.75	-57.25
-10.375	20.25	5.125	-60.375
-21.375	16.5	9.75	-61.25
-25.125	15.25	6.5	-65.25
-18.75	16.375	6.5	-59.5
-20.875	13.625	-3.25	-58.75
-16.75	13.375	2.375	-65.125
-23.125	19.625	-2.0	-67.75
-30.5	20.875	10.875	-79.125
-22.375	23.75	5.25	-81.25
-27.875	19.25	6.0	-76.0
-13.875	13.0	11.625	-70.0
-24.0	16.0	5.625	-66.25
-13.875	12.5	4.0	-70.0
-14.875	18.5	7.625	-61.75
-17.125	21.75	9.0	-57.5
-15.625	16.375	1.125	-49.625
-14.5	12.125	-8.75	-53.375
-11.25	12.0	2.5	-52.875
-9.0	11.375	11.625	-43.75
7.625	7.125	-4.375	-42.125
-10.5	7.75	-2.375	-45.375
10.125	5.875	-1.125	-36.0
30.0	6.25	-0.125	-38.625
17.5	8.875	0.25	-38.5
33.5	12.75	3.25	-42.625
22.5	14.625	-3.25	-47.25
13.625	14.375	10.5	-49.0
-2.75	10.5	4.125	-58.0
3.375	6.75	2.25	-63.25
-0.375	7.75	-2.75	-63.375
-13.125	8.625	4.25	-68.625
-13.0	7.625	-0.875	-65.75
-18.375	7.0	0.125	-63.625
-21.5	4.75	-0.5	-64.625
-22.75	11.375	0.75	-61.0
-19.125	15.0	-2.5	-61.0
-8.375	11.0	0.5	-58.125
-32.0	12.25	8.0	-53.875
-37.625	13.375	7.875	-49.875
-24.125	16.125	-1.25	-47.625
-28.375	14.25	5.375	-44.5
-20.125	9.75	7.5	-42.625
-26.0	12.625	12.125	-51.25
-36.625	13.625	10.375	-62.0
-23.375	15.125	15.0	-61.125
-35.875	15.0	12.25	-61.0
-17.75	6.875	8.875	-49.875
-25.0	8.125	7.75	-46.0
-14.25	3.125	11.5	-46.125
-27.375	6.25	7.0	-52.0
4.375	7.875	9.875	-44.625
15.0	9.375	-0.375	-40.375
39.5	12.625	-4.25	-39.25
51.375	15.75	-3.5	-35.375
49.75	15.0	4.625	-32.5
37.75	9.5	5.375	-28.625
18.5	6.375	0.625	-24.375
0.375	9.25	-8.125	-27.75
-9.0	8.25	0.625	-32.375
-24.0	8.125	-2.125	-27.75
-4.875	7.75	5.625	-29.0
-37.125	12.625	1.625	-23.75
-10.875	9.375	4.875	-27.625
-10.625	5.375	3.25	-25.25
-25.875	11.375	5.375	-18.5
-21.375	11.375	8.875	-19.125
-54.25	10.625	12.125	-23.125
-33.625	9.625	13.625	-16.875
-28.875	7.25	12.0	-16.375
-23.25	8.125	10.25	-14.25
-23.375	7.25	13.625	-9.5
-26.5	7.125	6.625	-18.25
-35.375	22.375	7.875	-21.5
-54.875	20.125	7.375	-22.875
-35.25	13.875	1.875	-27.0
-55.5	8.125	-2.0	-33.0
-33.25	12.875	5.625	-29.75
-53.25	12.625	2.625	-32.125
-34.375	5.125	5.625	-39.0
-37.875	5.375	5.0	-38.75
-48.5	13.0	0.75	-39.375
-49.875	12.875	5.0	-45.125
-34.875	9.625	11.0	-41.25
-37.25	6.75	4.375	-36.375
-27.5	10.875	14.25	-31.875
-27.375	10.75	5.0	-30.625
-48.25	-0.25	-0.25	-25.0
-17.875	-5.375	13.375	-18.625
-40.125	-2.625	7.875	-14.75
-40.625	6.0	5.625	-11.875
-40.875	4.5	5.375	4.375
-39.625	-0.125	8.0	7.375
-30.0	7.0	4.125	4.875
-36.75	10.75	0.0	8.0
-36.125	5.875	3.375	5.5
-38.375	-4.875	10.5	7.375
-29.125	0.5	-1.375	4.5
-23.75	6.0	-0.875	3.125
-19.5	7.875	2.25	-1.0
-22.25	7.125	-3.375	2.0
-20.125	0.875	-0.625	2.5
-25.875	-2.125	6.5	6.0
