0.025781	-0.025148	0.417909	342.113714
0.025792	-0.023079	0.418778	342.113813
0.025856	-0.019815	0.419284	342.114373
0.025991	-0.015368	0.419426	342.115573
0.026212	-0.010012	0.419218	342.117548
0.026418	-0.003962	0.418679	342.119406
0.026697	0.002494	0.417832	342.121943
0.027084	0.009042	0.416707	342.125506
0.027361	0.015198	0.41534	342.128091
0.027796	0.020713	0.413767	342.132196
0.028192	0.025044	0.412031	342.135994
0.028598	0.027914	0.410179	342.139941
0.029039	0.029015	0.408254	342.144286
0.029457	0.028136	0.406307	342.148474
0.02992	0.025216	0.404386	342.153184
0.030338	0.020382	0.402536	342.157497
0.030765	0.013856	0.400801	342.16196
0.031239	0.006014	0.399224	342.166997
0.031642	-0.0025	0.397835	342.171333
0.032047	-0.011151	0.396666	342.175751
0.032535	-0.019221	0.395736	342.181151
0.032884	-0.025981	0.395061	342.185064
0.03331	-0.030929	0.394646	342.189896
0.033714	-0.033541	0.394494	342.194526
0.034083	-0.033532	0.394596	342.198816
0.034457	-0.030846	0.394946	342.203203
0.034793	-0.025675	0.395528	342.207196
0.035159	-0.018277	0.396326	342.211579
0.035464	-0.009335	0.397318	342.215266
0.035745	0.000522	0.398485	342.218691
0.036059	0.010494	0.399799	342.222562
0.036327	0.019789	0.401235	342.225879
0.03651	0.027574	0.402761	342.228167
0.036807	0.03337	0.404348	342.2319
0.036969	0.036522	0.405962	342.233947
0.037143	0.03686	0.407572	342.236153
0.03733	0.034367	0.409142	342.238547
0.037469	0.029133	0.410641	342.24032
0.037596	0.021609	0.412038	342.241958
0.037722	0.012412	0.413303	342.24358
0.037796	0.002163	0.414408	342.244548
0.037945	-0.008295	0.415329	342.246469
0.037946	-0.018119	0.416042	342.24649
0.038055	-0.026624	0.416527	342.247907
0.038123	-0.033122	0.416768	342.248797
0.038118	-0.037022	0.416752	342.248731
0.038182	-0.038154	0.416472	342.249564
0.038206	-0.036331	0.415923	342.249884
0.038198	-0.031624	0.415107	342.249777
0.038182	-0.024538	0.414033	342.249566
0.03817	-0.0155	0.412717	342.249408
0.038126	-0.005172	0.411173	342.248838
0.038049	0.00545	0.409433	342.247832
0.037955	0.015727	0.407527	342.246609
0.037908	0.024736	0.405493	342.245995
0.037732	0.031664	0.403376	342.243707
0.037602	0.036052	0.401226	342.242033
0.037487	0.037487	0.399094	342.240556
0.03726	0.035718	0.397041	342.237653
0.037089	0.031039	0.395122	342.235471
0.036852	0.023775	0.393397	342.232468
0.03664	0.014476	0.391925	342.229794
0.036351	0.004097	0.390757	342.226185
0.036061	-0.006507	0.389938	342.222591
0.035782	-0.016489	0.389509	342.219148
0.035426	-0.024759	0.389493	342.214812
0.03504	-0.030769	0.389906	342.210147
0.034713	-0.033998	0.390754	342.206242
