-2.952526345584715	-2.671270602950533	21.13592117890555
-2.934447804974009	-2.8526267532757497	20.659904824913006
-2.9358866564031443	-3.0452411961213732	20.201605363970423
-2.9560955921528604	-3.249928136738648	19.76145734084186
-2.9944825899665766	-3.4676762403056385	19.340003921699076
-3.050616011312511	-3.6996198528778605	18.937914086419926
-3.124216567917733	-3.9470226125156636	18.55600146810091
-3.215160001088368	-4.211254383525634	18.195243562038808
-3.3234665269405004	-4.4937735626013176	17.856808708145394
-3.4492977376617335	-4.796108475141658	17.542078390632465
-3.5929479056068696	-5.119830678163462	17.252682080549228
-3.7548325514130516	-5.466533119739141	16.99052742647723
-3.935481357047259	-5.837795253484043	16.757836207895163
-4.135518785742412	-6.235137384976527	16.557189204999275
-4.3556517876693785	-6.659979000462288	16.3915588416956
-4.596647653462488	-7.113564192824811	16.26435767916317
-4.859304089535381	-7.596876195077545	16.179477252797117
-5.1444255180478935	-8.11055518416088	16.14131951075582
-5.452774502533874	-8.65474514815538	16.154829224789424
-5.785023312300558	-9.228953108499052	16.225497451730078
-6.141704256467367	-9.831890835722014	16.35936082366308
-6.523118418374704	-10.461215902867043	16.562940923416974
-6.929258532357891	-11.113333426709815	16.843155956801017
-7.359714170336064	-11.783134770975558	17.207195070017345
-7.813525652630285	-12.463677303160377	17.662220757450708
-8.289077741710864	-13.14598164582366	18.21510049685868
-8.783947389705116	-13.81874495824542	18.87197234425017
-9.294733064284182	-14.468201266264682	19.637570896009542
-9.8169414795497	-15.078080194670898	20.5146917040803
-10.344831085428163	-15.629705630423455	21.503305048297122
-10.871336652313666	-16.102481794043864	22.599645423893364
-11.38802549677206	-16.47440079649251	23.795499697539654
-11.885156985310429	-16.723270840672754	25.077320907474448
-12.351856461609472	-16.8279793276866	26.425794363316733
-12.776362619893796	-16.770125969544477	27.81571817852066
-13.146538463629057	-16.536038744682628	29.21649466941748
-13.450348031852945	-16.118362454566306	30.59311130246939
-13.676617665728685	-15.517751325447584	31.90808832086953
-13.81569404071316	-14.74372257143432	33.123583254572004
-13.860204185803969	-13.81478632046942	34.20428134647273
-13.80563867529288	-12.757710112821233	35.11989215146985
-13.650792907920707	-11.60565461575344	35.847592917073335
-13.397955680123712	-10.395865161861295	36.37354002562577
-13.052808738757623	-9.166653000832444	36.693542931677015
-12.624092127074613	-7.954690120900505	36.812708190538274
-12.123006891176752	-6.79244320681927	36.744152704105886
-11.56251036999372	-5.706465381461025	36.50714429899922
-10.95651986832757	-4.716385908540106	36.12490106400339
-10.319151228025024	-3.834757626915949	35.62241396077845
-9.664049946009971	-3.067517886969746	35.024583582872424
-9.00384136968541	-2.414951873134983	34.35473147051023
-8.349752147797835	-1.8728597652263432	33.633649276393285
-7.7113741192742244	-1.433806225106134	32.87907436692802
-7.0965701505575245	-1.0882874320276485	32.10555627773819
-6.511489940324908	-0.8257110336369706	31.324592229746344
-5.960672447205229	-0.6352031788393019	30.54494709316229
-5.447198845755966	-0.5061834336391489	29.77305120730832
-4.972881713733018	-0.42876586825478813	29.01342913764712
-4.538465549464641	-0.3940044601680791	28.269109718900435
-4.143820737721037	-0.39401316587935487	27.54197953495993
-3.7881362157483176	-0.42200080178010674	26.833098366352452
-3.470079664766086	-0.47224558916563053	26.14293220787015
-3.187954589664314	-0.5400240586268782	25.47155692751032
-2.939817231257541	-0.6215291766957155	24.818790327401054
-2.723589974520374	-0.7137643884074951	24.184305815563604
-2.537140613424094	-0.81445038396518	23.567699950230093
-2.3783553648791753	-0.921921928734226	22.968546873408215
